y,m,d,h,G(i) [W/m2],H_sun,T_amb,,,,
2020,1,24,:1710,0,0,0.11,,,,
2020,1,24,:1810,0,0,0.09,,,,
2020,1,24,:1910,0,0,0.65,,,,
2020,1,24,:2010,0,0,0.71,,,,
2020,1,24,:2110,0,0,0.79,,,,
2020,1,24,:2210,0,0,0.8,,,,
2020,1,24,:2310,0,0,0.77,,,,
2020,1,25,:0010,0,0,0.66,,,,
2020,1,25,:0110,0,0,0.24,,,,
2020,1,25,:0210,0,0,-0.19,,,,
2020,1,25,:0310,0,0,-0.26,,,,
2020,1,25,:0410,0,0,-0.08,,,,
2020,1,25,:0510,0,0,0.12,,,,
2020,1,25,:0610,0,0,0.35,,,,
2020,1,25,:0710,75.21,4.67,0.62,,,,
2020,1,25,:0810,66.87,11.04,0.84,,,,
2020,1,25,:0910,52.04,15.73,1.11,,,,
2020,1,25,:1010,66.15,18.34,1.32,,,,
2020,1,25,:1110,66.15,18.61,1.51,,,,
2020,1,25,:1210,33.52,16.53,1.59,,,,
2020,1,25,:1310,30.87,12.3,1.58,,,,
2020,1,25,:1410,6.17,6.28,1.46,,,,
2020,1,25,:1510,0,0,1.32,,,,
2020,1,25,:1610,0,0,1.27,,,,
2020,1,25,:1710,0,0,1.28,,,,
2020,1,25,:1810,0,0,1.27,,,,
2020,1,25,:1910,0,0,0.85,,,,
2020,1,25,:2010,0,0,0.85,,,,
2020,1,25,:2110,0,0,0.78,,,,
2020,1,25,:2210,0,0,0.75,,,,
2020,1,25,:2310,0,0,0.59,,,,
2020,1,26,:0010,0,0,0.56,,,,
2020,1,26,:0110,0,0,0.55,,,,
2020,1,26,:0210,0,0,0.47,,,,
2020,1,26,:0310,0,0,0.46,,,,
2020,1,26,:0410,0,0,0.46,,,,
2020,1,26,:0510,0,0,0.31,,,,
2020,1,26,:0610,0,0,0.35,,,,
2020,1,26,:0710,37.63,4.86,0.12,,,,
2020,1,26,:0810,56.21,11.25,0.36,,,,
2020,1,26,:0910,55.57,15.95,0.72,,,,
2020,1,26,:1010,41.46,18.58,1.17,,,,
2020,1,26,:1110,44.1,18.87,1.6,,,,
2020,1,26,:1210,38.81,16.79,1.99,,,,
2020,1,26,:1310,71.48,12.55,2.34,,,,
2020,1,26,:1410,19.4,6.53,2.25,,,,
2020,1,26,:1510,0,0,1.43,,,,
2020,1,26,:1610,0,0,0.69,,,,
2020,1,26,:1710,0,0,0.04,,,,
2020,1,26,:1810,0,0,-0.08,,,,
2020,1,26,:1910,0,0,-0.8,,,,
2020,1,26,:2010,0,0,-0.89,,,,
2020,1,26,:2110,0,0,-0.98,,,,
2020,1,26,:2210,0,0,-0.83,,,,
2020,1,26,:2310,0,0,-0.66,,,,
2020,1,27,:0010,0,0,-0.57,,,,
2020,1,27,:0110,0,0,-0.46,,,,
2020,1,27,:0210,0,0,-0.44,,,,
2020,1,27,:0310,0,0,-0.38,,,,
2020,1,27,:0410,0,0,-0.39,,,,
2020,1,27,:0510,0,0,-0.28,,,,
2020,1,27,:0610,0,0,-0.22,,,,
2020,1,27,:0710,103.07,5.05,-0.43,,,,
2020,1,27,:0810,189.17,11.46,-0.02,,,,
2020,1,27,:0910,196.21,16.18,0.83,,,,
2020,1,27,:1010,510.94,18.83,1.91,,,,
2020,1,27,:1110,611.6,19.13,2.63,,,,
2020,1,27,:1210,384.47,17.05,3.3,,,,
2020,1,27,:1310,351.13,12.81,3.66,,,,
2020,1,27,:1410,127.52,6.78,3.38,,,,
2020,1,27,:1510,0,0,2.23,,,,
2020,1,27,:1610,0,0,1.46,,,,
2020,1,27,:1710,0,0,1,,,,
2020,1,27,:1810,0,0,0.79,,,,
2020,1,27,:1910,0,0,0.62,,,,
2020,1,27,:2010,0,0,0.39,,,,
2020,1,27,:2110,0,0,-0.07,,,,
2020,1,27,:2210,0,0,-0.45,,,,
2020,1,27,:2310,0,0,-0.74,,,,
2020,1,28,:0010,0,0,-0.99,,,,
2020,1,28,:0110,0,0,-1.11,,,,
2020,1,28,:0210,0,0,-1.09,,,,
2020,1,28,:0310,0,0,-0.93,,,,
2020,1,28,:0410,0,0,-0.69,,,,
2020,1,28,:0510,0,0,-0.44,,,,
2020,1,28,:0610,0,0,-0.33,,,,
2020,1,28,:0710,11.47,5.25,0.33,,,,
2020,1,28,:0810,40.57,11.68,0.74,,,,
2020,1,28,:0910,311.25,16.42,1.38,,,,
2020,1,28,:1010,107.09,19.08,2.05,,,,
2020,1,28,:1110,199.35,19.39,2.65,,,,
2020,1,28,:1210,49.39,17.31,3.12,,,,
2020,1,28,:1310,28.23,13.07,3.48,,,,
2020,1,28,:1410,17.64,7.03,3.27,,,,
2020,1,28,:1510,0,0,2.96,,,,
2020,1,28,:1610,0,0,3.09,,,,
2020,1,28,:1710,0,0,3.03,,,,
2020,1,28,:1810,0,0,2.34,,,,
2020,1,28,:1910,0,0,1.56,,,,
2020,1,28,:2010,0,0,1.6,,,,
2020,1,28,:2110,0,0,1.87,,,,
2020,1,28,:2210,0,0,2.38,,,,
2020,1,28,:2310,0,0,2.35,,,,
2020,1,29,:0010,0,0,2.16,,,,
2020,1,29,:0110,0,0,2,,,,
2020,1,29,:0210,0,0,1.64,,,,
2020,1,29,:0310,0,0,1.22,,,,
2020,1,29,:0410,0,0,0.81,,,,
2020,1,29,:0510,0,0,0.36,,,,
2020,1,29,:0610,0,0,-0.19,,,,
2020,1,29,:0710,174.82,5.46,0.29,,,,
2020,1,29,:0810,124.97,11.9,1.01,,,,
2020,1,29,:0910,73.21,16.67,1.51,,,,
2020,1,29,:1010,71.44,19.34,1.45,,,,
2020,1,29,:1110,59.1,19.66,1.48,,,,
2020,1,29,:1210,105.39,17.58,1.38,,,,
2020,1,29,:1310,69.93,13.33,1.25,,,,
2020,1,29,:1410,74.16,7.29,1.27,,,,
2020,1,29,:1510,0,0,1.45,,,,
2020,1,29,:1610,0,0,1.72,,,,
2020,1,29,:1710,0,0,1.84,,,,
2020,1,29,:1810,0,0,1.73,,,,
2020,1,29,:1910,0,0,1.79,,,,
2020,1,29,:2010,0,0,1.76,,,,
2020,1,29,:2110,0,0,1.85,,,,
2020,1,29,:2210,0,0,1.67,,,,
2020,1,29,:2310,0,0,1.59,,,,
2020,1,30,:0010,0,0,1.52,,,,
2020,1,30,:0110,0,0,1.51,,,,
2020,1,30,:0210,0,0,1.09,,,,
2020,1,30,:0310,0,0,0.68,,,,
2020,1,30,:0410,0,0,0.75,,,,
2020,1,30,:0510,0,0,1.42,,,,
2020,1,30,:0610,0,0,2.16,,,,
2020,1,30,:0710,7.94,5.67,2.52,,,,
2020,1,30,:0810,189.91,12.14,2.72,,,,
2020,1,30,:0910,116.05,16.92,2.94,,,,
2020,1,30,:1010,102.85,19.61,3.4,,,,
2020,1,30,:1110,249.29,19.93,4.3,,,,
2020,1,30,:1210,89.71,17.86,4.42,,,,
2020,1,30,:1310,70.74,13.6,4,,,,
2020,1,30,:1410,55.31,7.55,3.35,,,,
2020,1,30,:1510,0,0,2.65,,,,
2020,1,30,:1610,0,0,2.36,,,,
2020,1,30,:1710,0,0,1.78,,,,
2020,1,30,:1810,0,0,1.51,,,,
2020,1,30,:1910,0,0,2.24,,,,
2020,1,30,:2010,0,0,3.13,,,,
2020,1,30,:2110,0,0,3.99,,,,
2020,1,30,:2210,0,0,4.5,,,,
2020,1,30,:2310,0,0,4.69,,,,
2020,1,31,:0010,0,0,4.8,,,,
2020,1,31,:0110,0,0,4.68,,,,
2020,1,31,:0210,0,0,4.32,,,,
2020,1,31,:0310,0,0,3.65,,,,
2020,1,31,:0410,0,0,3.32,,,,
2020,1,31,:0510,0,0,3.07,,,,
2020,1,31,:0610,0,0,2.66,,,,
2020,1,31,:0710,31.47,5.89,3.15,,,,
2020,1,31,:0810,139.91,12.37,4.61,,,,
2020,1,31,:0910,189.98,17.17,6.4,,,,
2020,1,31,:1010,101.92,19.88,7.61,,,,
2020,1,31,:1110,77.62,20.21,8.5,,,,
2020,1,31,:1210,438.67,18.14,8.73,,,,
2020,1,31,:1310,130.08,13.88,8.57,,,,
2020,1,31,:1410,102.49,7.81,8.4,,,,
2020,1,31,:1510,0,0,8.06,,,,
2020,1,31,:1610,0,0,7.81,,,,
2020,1,31,:1710,0,0,7.64,,,,
2020,1,31,:1810,0,0,7.48,,,,
2020,1,31,:1910,0,0,7.42,,,,
2020,1,31,:2010,0,0,7.19,,,,
2020,1,31,:2110,0,0,7.01,,,,
2020,1,31,:2210,0,0,6.82,,,,
2020,1,31,:2310,0,0,6.62,,,,
2020,2,1,:0010,0,0,6.39,,,,
2020,2,1,:0110,0,0,6.34,,,,
2020,2,1,:0210,0,0,6.31,,,,
2020,2,1,:0310,0,0,6.4,,,,
2020,2,1,:0410,0,0,6.72,,,,
2020,2,1,:0510,0,0,7.02,,,,
2020,2,1,:0610,0,0,7.27,,,,
2020,2,1,:0710,9.7,6.11,7.96,,,,
2020,2,1,:0810,77.63,12.62,8.48,,,,
2020,2,1,:0910,200.15,17.43,9.05,,,,
2020,2,1,:1010,82.03,20.15,9.49,,,,
2020,2,1,:1110,78.5,20.5,10,,,,
2020,2,1,:1210,43.22,18.42,10.56,,,,
2020,2,1,:1310,49.39,14.15,11.08,,,,
2020,2,1,:1410,14.99,8.08,10.94,,,,
2020,2,1,:1510,0,0,10.69,,,,
2020,2,1,:1610,0,0,10.5,,,,
2020,2,1,:1710,0,0,10.3,,,,
2020,2,1,:1810,0,0,10.23,,,,
2020,2,1,:1910,0,0,10.27,,,,
2020,2,1,:2010,0,0,10,,,,
2020,2,1,:2110,0,0,9.98,,,,
2020,2,1,:2210,0,0,9.94,,,,
2020,2,1,:2310,0,0,9.79,,,,
2020,2,2,:0010,0,0,9.7,,,,
2020,2,2,:0110,0,0,9.52,,,,
2020,2,2,:0210,0,0,8.96,,,,
2020,2,2,:0310,0,0,8.33,,,,
2020,2,2,:0410,0,0,7.53,,,,
2020,2,2,:0510,0,0,6.79,,,,
2020,2,2,:0610,0,0,6.3,,,,
2020,2,2,:0710,177.91,6.34,6.15,,,,
2020,2,2,:0810,284.11,12.86,6.71,,,,
2020,2,2,:0910,176.02,17.7,7.44,,,,
2020,2,2,:1010,58.21,20.43,7.81,,,,
2020,2,2,:1110,53.8,20.78,7.76,,,,
2020,2,2,:1210,62.62,18.71,7.62,,,,
2020,2,2,:1310,259.26,14.43,7.44,,,,
2020,2,2,:1410,353.98,8.35,7.18,,,,
2020,2,2,:1510,0,0,6.69,,,,
2020,2,2,:1610,0,0,6.03,,,,
2020,2,2,:1710,0,0,5.65,,,,
2020,2,2,:1810,0,0,5.38,,,,
2020,2,2,:1910,0,0,5.68,,,,
2020,2,2,:2010,0,0,5.15,,,,
2020,2,2,:2110,0,0,4.87,,,,
2020,2,2,:2210,0,0,4.7,,,,
2020,2,2,:2310,0,0,4.38,,,,
2020,2,3,:0010,0,0,4.28,,,,
2020,2,3,:0110,0,0,3.98,,,,
2020,2,3,:0210,0,0,3.61,,,,
2020,2,3,:0310,0,0,3.27,,,,
2020,2,3,:0410,0,0,3.02,,,,
2020,2,3,:0510,0,0,3.11,,,,
2020,2,3,:0610,0,0,2.84,,,,
2020,2,3,:0710,69.15,6.58,2.88,,,,
2020,2,3,:0810,229.41,13.12,3.21,,,,
2020,2,3,:0910,609.84,17.97,3.83,,,,
2020,2,3,:1010,539.65,20.72,4.63,,,,
2020,2,3,:1110,794.4,21.08,5.24,,,,
2020,2,3,:1210,656.94,19,5.54,,,,
2020,2,3,:1310,562.81,14.72,5.9,,,,
2020,2,3,:1410,252.29,8.62,5.69,,,,
2020,2,3,:1510,0,0,4.89,,,,
2020,2,3,:1610,0,0,3.78,,,,
2020,2,3,:1710,0,0,2.73,,,,
2020,2,3,:1810,0,0,1.98,,,,
2020,2,3,:1910,0,0,1.88,,,,
2020,2,3,:2010,0,0,1.75,,,,
2020,2,3,:2110,0,0,1.84,,,,
2020,2,3,:2210,0,0,2.01,,,,
2020,2,3,:2310,0,0,2.22,,,,
2020,2,4,:0010,0,0,2.64,,,,
2020,2,4,:0110,0,0,3.13,,,,
2020,2,4,:0210,0,0,3.62,,,,
2020,2,4,:0310,0,0,4.15,,,,
2020,2,4,:0410,0,0,4.54,,,,
2020,2,4,:0510,0,0,4.73,,,,
2020,2,4,:0610,0,0,4.75,,,,
2020,2,4,:0710,87.99,6.82,4.67,,,,
2020,2,4,:0810,116.5,13.38,4.94,,,,
2020,2,4,:0910,185.62,18.25,5.45,,,,
2020,2,4,:1010,142.83,21.01,5.63,,,,
2020,2,4,:1110,141.42,21.38,5.67,,,,
2020,2,4,:1210,116.14,19.3,5.52,,,,
2020,2,4,:1310,555.2,15.01,5.19,,,,
2020,2,4,:1410,128.49,8.9,5.05,,,,
2020,2,4,:1510,0,0,4.32,,,,
2020,2,4,:1610,0,0,3.45,,,,
2020,2,4,:1710,0,0,3.11,,,,
2020,2,4,:1810,0,0,2.75,,,,
2020,2,4,:1910,0,0,2.53,,,,
2020,2,4,:2010,0,0,2.16,,,,
2020,2,4,:2110,0,0,1.91,,,,
2020,2,4,:2210,0,0,1.89,,,,
2020,2,4,:2310,0,0,1.77,,,,
2020,2,5,:0010,0,0,1.65,,,,
2020,2,5,:0110,0,0,1.53,,,,
2020,2,5,:0210,0,0,1.36,,,,
2020,2,5,:0310,0,0,0.96,,,,
2020,2,5,:0410,0,0,0.52,,,,
2020,2,5,:0510,0,0,-0.08,,,,
2020,2,5,:0610,0,0,-0.82,,,,
2020,2,5,:0710,342.69,7.07,-1.86,,,,
2020,2,5,:0810,600.52,13.64,-1.76,,,,
2020,2,5,:0910,848.94,18.53,-1.24,,,,
2020,2,5,:1010,954.98,21.31,-0.52,,,,
2020,2,5,:1110,968.03,21.68,0.24,,,,
2020,2,5,:1210,889.9,19.6,0.8,,,,
2020,2,5,:1310,719.81,15.3,1.16,,,,
2020,2,5,:1410,420.21,9.17,1.19,,,,
2020,2,5,:1510,0,0,0.57,,,,
2020,2,5,:1610,0,0,-0.34,,,,
2020,2,5,:1710,0,0,-0.51,,,,
2020,2,5,:1810,0,0,-0.7,,,,
2020,2,5,:1910,0,0,-0.71,,,,
2020,2,5,:2010,0,0,-0.85,,,,
2020,2,5,:2110,0,0,-1.2,,,,
2020,2,5,:2210,0,0,-1.37,,,,
2020,2,5,:2310,0,0,-1.36,,,,
2020,2,6,:0010,0,0,-1.21,,,,
2020,2,6,:0110,0,0,-0.98,,,,
2020,2,6,:0210,0,0,-0.65,,,,
2020,2,6,:0310,0,0,-0.33,,,,
2020,2,6,:0410,0,0,0.11,,,,
2020,2,6,:0510,0,0,0.43,,,,
2020,2,6,:0610,0,0,0.63,,,,
2020,2,6,:0710,163.89,7.32,1.29,,,,
2020,2,6,:0810,55.57,13.91,1.86,,,,
2020,2,6,:0910,35.28,18.82,2.43,,,,
2020,2,6,:1010,132.75,21.61,2.76,,,,
2020,2,6,:1110,57.33,21.99,3.29,,,,
2020,2,6,:1210,104.45,19.9,3.5,,,,
2020,2,6,:1310,29.11,15.59,3.59,,,,
2020,2,6,:1410,33.52,9.45,3.67,,,,
2020,2,6,:1510,0,0,3.69,,,,
2020,2,6,:1610,0,0,3.74,,,,
2020,2,6,:1710,0,0,3.81,,,,
2020,2,6,:1810,0,0,3.99,,,,
2020,2,6,:1910,0,0,4.02,,,,
2020,2,6,:2010,0,0,4.06,,,,
2020,2,6,:2110,0,0,4.05,,,,
2020,2,6,:2210,0,0,3.94,,,,
2020,2,6,:2310,0,0,3.72,,,,
2020,2,7,:0010,0,0,3.28,,,,
2020,2,7,:0110,0,0,2.48,,,,
2020,2,7,:0210,0,0,1.25,,,,
2020,2,7,:0310,0,0,-0.14,,,,
2020,2,7,:0410,0,0,-1.61,,,,
2020,2,7,:0510,0,0,-3.09,,,,
2020,2,7,:0610,0,0,-4.05,,,,
2020,2,7,:0710,339.82,7.58,-4.04,,,,
2020,2,7,:0810,574.88,14.19,-3.21,,,,
2020,2,7,:0910,790.52,19.12,-2.14,,,,
2020,2,7,:1010,945.68,21.92,-0.93,,,,
2020,2,7,:1110,960.05,22.3,0.07,,,,
2020,2,7,:1210,880.43,20.21,0.69,,,,
2020,2,7,:1310,657.33,15.89,0.89,,,,
2020,2,7,:1410,407.18,9.74,0.82,,,,
2020,2,7,:1510,0,0,0.22,,,,
2020,2,7,:1610,0,0,-1.12,,,,
2020,2,7,:1710,0,0,-2.62,,,,
2020,2,7,:1810,0,0,-2.57,,,,
2020,2,7,:1910,0,0,-1.25,,,,
2020,2,7,:2010,0,0,-1.41,,,,
2020,2,7,:2110,0,0,-1.7,,,,
2020,2,7,:2210,0,0,-3.52,,,,
2020,2,7,:2310,0,0,-4.02,,,,
2020,2,8,:0010,0,0,-4.18,,,,
2020,2,8,:0110,0,0,-4.56,,,,
2020,2,8,:0210,0,0,-4.29,,,,
2020,2,8,:0310,0,0,-3.97,,,,
2020,2,8,:0410,0,0,-3.67,,,,
2020,2,8,:0510,0,0,-3.55,,,,
2020,2,8,:0610,0,0,-3.56,,,,
2020,2,8,:0710,314.22,7.84,-2.95,,,,
2020,2,8,:0810,549.33,14.47,-1.39,,,,
2020,2,8,:0910,752.8,19.41,0.19,,,,
2020,2,8,:1010,907.23,22.23,1.62,,,,
2020,2,8,:1110,934.65,22.61,2.74,,,,
2020,2,8,:1210,791.47,20.52,3.47,,,,
2020,2,8,:1310,642.53,16.19,3.67,,,,
2020,2,8,:1410,406.16,10.02,3.36,,,,
2020,2,8,:1510,0,0,2.45,,,,
2020,2,8,:1610,0,0,0.65,,,,
2020,2,8,:1710,0,0,-0.53,,,,
2020,2,8,:1810,0,0,-1.01,,,,
2020,2,8,:1910,0,0,-1.03,,,,
2020,2,8,:2010,0,0,-1.17,,,,
2020,2,8,:2110,0,0,-1.24,,,,
2020,2,8,:2210,0,0,-1.2,,,,
2020,2,8,:2310,0,0,-1.17,,,,
2020,2,9,:0010,0,0,-1.18,,,,
2020,2,9,:0110,0,0,-1.21,,,,
2020,2,9,:0210,0,0,-1.19,,,,
2020,2,9,:0310,0,0,-1.22,,,,
2020,2,9,:0410,0,0,-1.23,,,,
2020,2,9,:0510,0,0,-1.24,,,,
2020,2,9,:0610,0,0,-1.23,,,,
2020,2,9,:0710,190.28,8.11,-0.74,,,,
2020,2,9,:0810,333.07,14.76,0.8,,,,
2020,2,9,:0910,762.46,19.72,2.65,,,,
2020,2,9,:1010,918.1,22.54,4.26,,,,
2020,2,9,:1110,874.56,22.93,5.33,,,,
2020,2,9,:1210,817.73,20.83,6.1,,,,
2020,2,9,:1310,659.56,16.49,6.37,,,,
2020,2,9,:1410,433.09,10.31,5.99,,,,
2020,2,9,:1510,6.44,2.77,4.9,,,,
2020,2,9,:1610,0,0,3.84,,,,
2020,2,9,:1710,0,0,3.51,,,,
2020,2,9,:1810,0,0,3.35,,,,
2020,2,9,:1910,0,0,3.47,,,,
2020,2,9,:2010,0,0,3.57,,,,
2020,2,9,:2110,0,0,3.66,,,,
2020,2,9,:2210,0,0,3.77,,,,
2020,2,9,:2310,0,0,3.92,,,,
2020,2,10,:0010,0,0,4.13,,,,
2020,2,10,:0110,0,0,4.11,,,,
2020,2,10,:0210,0,0,4.16,,,,
2020,2,10,:0310,0,0,4.37,,,,
2020,2,10,:0410,0,0,3.33,,,,
2020,2,10,:0510,0,0,3.97,,,,
2020,2,10,:0610,0,0,4.62,,,,
2020,2,10,:0710,26.46,8.38,6.27,,,,
2020,2,10,:0810,39.69,15.05,7.66,,,,
2020,2,10,:0910,156.41,20.02,7.92,,,,
2020,2,10,:1010,57.33,22.86,7.23,,,,
2020,2,10,:1110,120.1,23.26,7.94,,,,
2020,2,10,:1210,33.52,21.15,9.1,,,,
2020,2,10,:1310,20.29,16.79,9.15,,,,
2020,2,10,:1410,448.46,10.6,8.55,,,,
2020,2,10,:1510,4.03,3.04,7.46,,,,
2020,2,10,:1610,0,0,6.73,,,,
2020,2,10,:1710,0,0,6.08,,,,
2020,2,10,:1810,0,0,5.62,,,,
2020,2,10,:1910,0,0,4.88,,,,
2020,2,10,:2010,0,0,4.52,,,,
2020,2,10,:2110,0,0,4.51,,,,
2020,2,10,:2210,0,0,4.24,,,,
2020,2,10,:2310,0,0,4,,,,
2020,2,11,:0010,0,0,3.7,,,,
2020,2,11,:0110,0,0,3.25,,,,
2020,2,11,:0210,0,0,2.8,,,,
2020,2,11,:0310,0,0,2.17,,,,
2020,2,11,:0410,0,0,1.98,,,,
2020,2,11,:0510,0,0,1.72,,,,
2020,2,11,:0610,0,0,1.06,,,,
2020,2,11,:0710,8.82,8.66,0.8,,,,
2020,2,11,:0810,126.84,15.34,1.68,,,,
2020,2,11,:0910,52.04,20.34,3.22,,,,
2020,2,11,:1010,431.18,23.19,3.86,,,,
2020,2,11,:1110,73.21,23.58,4.51,,,,
2020,2,11,:1210,67.03,21.47,4.71,,,,
2020,2,11,:1310,115.33,17.1,4.96,,,,
2020,2,11,:1410,181.34,10.89,4.53,,,,
2020,2,11,:1510,6.44,3.32,3.6,,,,
2020,2,11,:1610,0,0,2.54,,,,
2020,2,11,:1710,0,0,2.08,,,,
2020,2,11,:1810,0,0,2.59,,,,
2020,2,11,:1910,0,0,3.1,,,,
2020,2,11,:2010,0,0,2.53,,,,
2020,2,11,:2110,0,0,2.49,,,,
2020,2,11,:2210,0,0,2.78,,,,
2020,2,11,:2310,0,0,2.88,,,,
2020,2,12,:0010,0,0,2.87,,,,
2020,2,12,:0110,0,0,2.85,,,,
2020,2,12,:0210,0,0,2.63,,,,
2020,2,12,:0310,0,0,2.32,,,,
2020,2,12,:0410,0,0,2.2,,,,
2020,2,12,:0510,0,0,2.15,,,,
2020,2,12,:0610,0,0,2.18,,,,
2020,2,12,:0710,47.25,8.94,2.15,,,,
2020,2,12,:0810,71.44,15.64,2.56,,,,
2020,2,12,:0910,97.02,20.65,2.85,,,,
2020,2,12,:1010,250.77,23.52,3.36,,,,
2020,2,12,:1110,279.04,23.91,4.05,,,,
2020,2,12,:1210,145.99,21.8,4.26,,,,
2020,2,12,:1310,56.45,17.41,4,,,,
2020,2,12,:1410,54.73,11.18,4.3,,,,
2020,2,12,:1510,5.29,3.6,3.56,,,,
2020,2,12,:1610,0,0,2.9,,,,
2020,2,12,:1710,0,0,2.15,,,,
2020,2,12,:1810,0,0,1.9,,,,
2020,2,12,:1910,0,0,1.62,,,,
2020,2,12,:2010,0,0,1.71,,,,
2020,2,12,:2110,0,0,1.86,,,,
2020,2,12,:2210,0,0,1.67,,,,
2020,2,12,:2310,0,0,1.88,,,,
2020,2,13,:0010,0,0,2.22,,,,
2020,2,13,:0110,0,0,2.37,,,,
2020,2,13,:0210,0,0,2.32,,,,
2020,2,13,:0310,0,0,2.06,,,,
2020,2,13,:0410,0,0,2.08,,,,
2020,2,13,:0510,0,0,2.17,,,,
2020,2,13,:0610,0,0,2.28,,,,
2020,2,13,:0710,101.2,9.23,2.28,,,,
2020,2,13,:0810,175.66,15.95,2.61,,,,
2020,2,13,:0910,637.26,20.98,3.31,,,,
2020,2,13,:1010,125.32,23.85,3.88,,,,
2020,2,13,:1110,84.68,24.25,4.61,,,,
2020,2,13,:1210,59.1,22.12,5.06,,,,
2020,2,13,:1310,423.61,17.72,5.42,,,,
2020,2,13,:1410,275.23,11.48,5.4,,,,
2020,2,13,:1510,37.09,3.88,4.83,,,,
2020,2,13,:1610,0,0,3.92,,,,
2020,2,13,:1710,0,0,2.9,,,,
2020,2,13,:1810,0,0,2.19,,,,
2020,2,13,:1910,0,0,1.53,,,,
2020,2,13,:2010,0,0,1.17,,,,
2020,2,13,:2110,0,0,0.97,,,,
2020,2,13,:2210,0,0,0.82,,,,
2020,2,13,:2310,0,0,0.7,,,,
2020,2,14,:0010,0,0,0.71,,,,
2020,2,14,:0110,0,0,0.87,,,,
2020,2,14,:0210,0,0,0.92,,,,
2020,2,14,:0310,0,0,1.07,,,,
2020,2,14,:0410,0,0,1.08,,,,
2020,2,14,:0510,0,0,1.11,,,,
2020,2,14,:0610,0,0,1.07,,,,
2020,2,14,:0710,30.87,9.52,1.12,,,,
2020,2,14,:0810,38.81,16.26,1.4,,,,
2020,2,14,:0910,95.26,21.3,1.63,,,,
2020,2,14,:1010,104.96,24.19,1.8,,,,
2020,2,14,:1110,48.51,24.59,2.55,,,,
2020,2,14,:1210,57.33,22.45,2.86,,,,
2020,2,14,:1310,46.75,18.04,2.79,,,,
2020,2,14,:1410,15.88,11.78,2.75,,,,
2020,2,14,:1510,3.53,4.16,2.71,,,,
2020,2,14,:1610,0,0,2.32,,,,
2020,2,14,:1710,0,0,2.17,,,,
2020,2,14,:1810,0,0,2.05,,,,
2020,2,14,:1910,0,0,1.54,,,,
2020,2,14,:2010,0,0,1,,,,
2020,2,14,:2110,0,0,0.77,,,,
2020,2,14,:2210,0,0,0.34,,,,
2020,2,14,:2310,0,0,-0.31,,,,
2020,2,15,:0010,0,0,-1.04,,,,
2020,2,15,:0110,0,0,-1.52,,,,
2020,2,15,:0210,0,0,-2.12,,,,
2020,2,15,:0310,0,0,-2.43,,,,
2020,2,15,:0410,0,0,-2.94,,,,
2020,2,15,:0510,0,0,-3.59,,,,
2020,2,15,:0610,0,0,-3.85,,,,
2020,2,15,:0710,84,9.82,-2.91,,,,
2020,2,15,:0810,52.04,16.57,-0.79,,,,
2020,2,15,:0910,59.98,21.63,0.84,,,,
2020,2,15,:1010,97.91,24.53,2.18,,,,
2020,2,15,:1110,83.79,24.93,3.25,,,,
2020,2,15,:1210,112.05,22.79,3.94,,,,
2020,2,15,:1310,463.02,18.35,4.22,,,,
2020,2,15,:1410,166.36,12.07,4.43,,,,
2020,2,15,:1510,13.23,4.44,4.22,,,,
2020,2,15,:1610,0,0,3.26,,,,
2020,2,15,:1710,0,0,3.02,,,,
2020,2,15,:1810,0,0,3.06,,,,
2020,2,15,:1910,0,0,2.44,,,,
2020,2,15,:2010,0,0,1.98,,,,
2020,2,15,:2110,0,0,1.6,,,,
2020,2,15,:2210,0,0,1.44,,,,
2020,2,15,:2310,0,0,1.35,,,,
2020,2,16,:0010,0,0,1.2,,,,
2020,2,16,:0110,0,0,1.12,,,,
2020,2,16,:0210,0,0,1.24,,,,
2020,2,16,:0310,0,0,1.56,,,,
2020,2,16,:0410,0,0,2.01,,,,
2020,2,16,:0510,0,0,2.55,,,,
2020,2,16,:0610,0,0,3.01,,,,
2020,2,16,:0710,115.03,10.12,3.95,,,,
2020,2,16,:0810,233.98,16.89,5.36,,,,
2020,2,16,:0910,566.5,21.96,6.61,,,,
2020,2,16,:1010,562.7,24.87,7.67,,,,
2020,2,16,:1110,547.16,25.27,9.18,,,,
2020,2,16,:1210,199.01,23.12,10.5,,,,
2020,2,16,:1310,218.53,18.67,11.13,,,,
2020,2,16,:1410,104.68,12.37,11,,,,
2020,2,16,:1510,14.99,4.72,10.55,,,,
2020,2,16,:1610,0,0,10.21,,,,
2020,2,16,:1710,0,0,10.2,,,,
2020,2,16,:1810,0,0,10.16,,,,
2020,2,16,:1910,0,0,10.6,,,,
2020,2,16,:2010,0,0,10.42,,,,
2020,2,16,:2110,0,0,9.6,,,,
2020,2,16,:2210,0,0,9.29,,,,
2020,2,16,:2310,0,0,9.22,,,,
2020,2,17,:0010,0,0,9.2,,,,
2020,2,17,:0110,0,0,9.18,,,,
2020,2,17,:0210,0,0,9.16,,,,
2020,2,17,:0310,0,0,9.18,,,,
2020,2,17,:0410,0,0,9.18,,,,
2020,2,17,:0510,0,0,9.49,,,,
2020,2,17,:0610,0,0,9.78,,,,
2020,2,17,:0710,102.48,10.42,10.5,,,,
2020,2,17,:0810,128.77,17.21,10.58,,,,
2020,2,17,:0910,450.33,22.3,11.02,,,,
