m,d,h,Qsolar [W},Qcond [W],Q net [kW]
6,22,4,1779.984,-2553.792,-0.773808
6,22,5,4015.68,-2012.352,2.003328
6,22,6,3202.392,-1597.248,1.605144
6,22,7,6774.5424,-1759.68,5.0148624
6,22,8,5662.1088,-1010.688,4.6514208
6,22,9,6987.5088,-595.584,6.3919248
6,22,10,7137.7584,81.216,7.2189744
6,22,11,4895.0688,622.656,5.5177248
6,22,12,1850.5968,694.848,2.5454448
6,22,13,2149.0656,794.112,2.9431776
6,22,14,1094.3856,-27.072,1.0673136
6,22,15,835.848,-1497.984,-0.662136
6,22,16,1193.8752,-1858.944,-0.6650688
6,22,17,417.8112,-1940.16,-1.5223488
6,22,18,127.2384,-2012.352,-1.8851136
6,22,19,0,-3158.4,-3.1584
6,22,20,0,-3546.432,-3.546432
6,22,21,0,-3916.416,-3.916416
6,22,22,0,-4448.832,-4.448832
6,22,23,0,-5044.416,-5.044416
6,23,0,0,-5531.712,-5.531712
6,23,1,0,-5820.48,-5.82048
6,23,2,0,-5919.744,-5.919744
6,23,3,653.7888,-5991.936,-5.3381472
6,23,4,345.168,-5937.792,-5.592624
6,23,5,3468.6,-5793.408,-2.324808
6,23,6,7748.232,-5161.728,2.586504
6,23,7,8572.3488,-4060.8,4.5115488
6,23,8,15148.3632,-2977.92,12.1704432
6,23,9,15411.4128,-2310.144,13.1012688
6,23,10,15371.4816,-1651.392,13.7200896
6,23,11,13479.1488,-1146.048,12.3331008
6,23,12,10106.6544,-1236.288,8.8703664
6,23,13,14523,-1497.984,13.025016
6,23,14,6603.5376,-1705.536,4.8980016
6,23,15,5143.68,-2373.312,2.770368
6,23,16,4093.2864,-3004.992,1.0882944
6,23,17,1416.5424,-3555.456,-2.1389136
6,23,18,454.1328,-4114.944,-3.6608112
6,23,19,0,-4557.12,-4.55712
6,23,20,0,-4728.576,-4.728576
6,23,21,0,-4863.936,-4.863936
6,23,22,0,-5044.416,-5.044416
6,23,23,0,-5233.92,-5.23392
6,24,0,0,-5396.352,-5.396352
6,24,1,0,-5585.856,-5.585856
6,24,2,0,-5928.768,-5.928768
6,24,3,90.9168,-6028.032,-5.9371152
6,24,4,290.5728,-5793.408,-5.5028352
6,24,5,596.9376,-5351.232,-4.7542944
6,24,6,1154.1696,-4665.408,-3.5112384
6,24,7,1412.7072,-3284.736,-1.8720288
6,24,8,1711.176,-2959.872,-1.248696
6,24,9,2746.0032,-2878.656,-0.1326528
6,24,10,3900.1728,-2616.96,1.2832128
6,24,11,2407.8288,-2292.096,0.1157328
6,24,12,1452.6384,-1335.552,0.1170864
6,24,13,2049.576,-18.048,2.031528
6,24,14,2805.7872,992.64,3.7984272
6,24,15,2248.5552,1073.856,3.3224112
6,24,16,2465.1312,875.328,3.3404592
6,24,17,1471.1376,369.984,1.8411216
6,24,18,399.5376,-505.344,-0.1058064
6,24,19,0,-1407.744,-1.407744
6,24,20,0,-2129.664,-2.129664
6,24,21,0,-2616.96,-2.61696
6,24,22,0,-3293.76,-3.29376
6,24,23,0,-3880.32,-3.88032
6,25,0,0,-4457.856,-4.457856
6,25,1,0,-4782.72,-4.78272
6,25,2,0,-4954.176,-4.954176
6,25,3,617.4672,-4990.272,-4.3728048
6,25,4,1416.5424,-4358.592,-2.9420496
6,25,5,3339.3312,-3131.328,0.2080032
6,25,6,8209.8096,-2048.448,6.1613616
6,25,7,13371.0864,-54.144,13.3169424
6,25,8,16141.2288,1073.856,17.2150848
6,25,9,18039.8784,2012.352,20.0522304
6,25,10,17265.3936,2761.344,20.0267376
6,25,11,12983.0544,3275.712,16.2587664
6,25,12,18766.536,3609.6,22.376136
6,25,13,16819.8336,3799.104,20.6189376
6,25,14,12936.8064,3654.72,16.5915264
6,25,15,6996.5328,3429.12,10.4256528
6,25,16,4047.4896,2932.8,6.9802896
6,25,17,1398.4944,2201.856,3.6003504
6,25,18,454.1328,1128,1.5821328
6,25,19,0,406.08,0.40608
6,25,20,0,-406.08,-0.40608
6,25,21,0,-1037.76,-1.03776
6,25,22,0,-1642.368,-1.642368
6,25,23,0,-2156.736,-2.156736
6,26,0,0,-2571.84,-2.57184
6,26,1,0,-3004.992,-3.004992
6,26,2,0,-3438.144,-3.438144
6,26,3,145.2864,-3726.912,-3.5816256
6,26,4,1507.4592,-3302.784,-1.7953248
6,26,5,4337.16,-2048.448,2.288712
6,26,6,8834.7216,-541.44,8.2932816
6,26,7,13675.872,703.872,14.379744
6,26,8,17783.8224,1786.752,19.5705744
6,26,9,20800.7712,2544.768,23.3455392
6,26,10,21926.5152,3465.216,25.3917312
6,26,11,22500.6672,4223.232,26.7238992
6,26,12,20040.9504,4683.456,24.7244064
6,26,13,17665.608,4891.008,22.556616
6,26,14,11332.3392,4782.72,16.1150592
6,26,15,6486.2256,3302.784,9.7890096
6,26,16,577.0848,2598.912,3.1759968
6,26,17,889.992,2183.808,3.0738
6,26,18,290.5728,1579.2,1.8697728
6,26,19,0,324.864,0.324864
6,26,20,0,-270.72,-0.27072
6,26,21,0,-703.872,-0.703872
6,26,22,0,-1010.688,-1.010688
6,26,23,0,-1209.216,-1.209216
6,27,0,0,-1389.696,-1.389696
6,27,1,0,-1579.2,-1.5792
6,27,2,0,-1768.704,-1.768704
6,27,3,90.9168,-1949.184,-1.8582672
6,27,4,290.5728,-1804.8,-1.5142272
6,27,5,2129.2128,-1425.792,0.7034208
6,27,6,3677.5056,-866.304,2.8112016
6,27,7,2308.3392,-451.2,1.8571392
6,27,8,7530.3024,288.768,7.8190704
6,27,9,14129.5536,965.568,15.0951216
6,27,10,5034.264,1543.104,6.577368
6,27,11,3920.0256,2310.144,6.2301696
6,27,12,18525.5952,2337.216,20.8628112
6,27,13,15884.9472,2463.552,18.3484992
6,27,14,13198.9536,2653.056,15.8520096
6,27,15,4530.7248,2680.128,7.2108528
6,27,16,3945.0672,821.184,4.7662512
6,27,17,1289.5296,830.208,2.1197376
6,27,18,563.0976,487.296,1.0503936
6,27,19,0,-658.752,-0.658752
6,27,20,0,-1407.744,-1.407744
6,27,21,0,-1949.184,-1.949184
6,27,22,0,-2346.24,-2.34624
6,27,23,0,-2680.128,-2.680128
6,28,0,0,-2959.872,-2.959872
6,28,1,0,-3158.4,-3.1584
6,28,2,0,-3393.024,-3.393024
6,28,3,90.9168,-3510.336,-3.4194192
6,28,4,1798.032,-2743.296,-0.945264
6,28,5,3878.064,-1344.576,2.533488
6,28,6,8446.6896,-135.36,8.3113296
6,28,7,10987.1712,956.544,11.9437152
6,28,8,17204.9328,2265.024,19.4699568
6,28,9,20610.5904,3447.168,24.0577584
6,28,10,22111.5072,4187.136,26.2986432
6,28,11,21822.7392,4845.888,26.6686272
6,28,12,19486.4256,5242.944,24.7293696
6,28,13,17165.0016,5378.304,22.5433056
6,28,14,11373.1728,5333.184,16.7063568
6,28,15,8636.1936,4277.376,12.9135696
6,28,16,4009.8144,3347.904,7.3577184
6,28,17,1489.1856,3104.256,4.5934416
6,28,18,454.1328,2526.72,2.9808528
6,28,19,0,1831.872,1.831872
6,28,20,0,965.568,0.965568
6,28,21,0,144.384,0.144384
6,28,22,0,-767.04,-0.76704
6,28,23,0,-1633.344,-1.633344
6,29,0,0,-1967.232,-1.967232
6,29,1,0,-2210.88,-2.21088
6,29,2,0,-2355.264,-2.355264
6,29,3,254.2512,-2562.816,-2.3085648
6,29,4,290.5728,-2003.328,-1.7127552
6,29,5,2665.9152,-649.728,2.0161872
6,29,6,6967.4304,324.864,7.2922944
6,29,7,12130.7376,586.56,12.7172976
6,29,8,10449.1152,875.328,11.3244432
6,29,9,12374.8368,1146.048,13.5208848
6,29,10,13280.8464,1642.368,14.9232144
6,29,11,7433.0688,1949.184,9.3822528
6,29,12,11112.1536,2147.712,13.2598656
6,29,13,4781.3664,2075.52,6.8568864
6,29,14,1989.792,2102.592,4.092384
6,29,15,835.848,794.112,1.62996
6,29,16,756.2112,-261.696,0.4945152
6,29,17,308.8464,-1443.84,-1.1349936
6,29,18,308.8464,-2120.64,-1.8117936
6,29,19,0,-4322.496,-4.322496
6,29,20,0,-4710.528,-4.710528
6,29,21,0,-4954.176,-4.954176
6,29,22,0,-5288.064,-5.288064
6,29,23,0,-5621.952,-5.621952
6,30,0,0,-6000.96,-6.00096
6,30,1,0,-6334.848,-6.334848
6,30,2,0,-6641.664,-6.641664
6,30,3,90.9168,-6831.168,-6.7402512
6,30,4,308.8464,-6407.04,-6.0981936
6,30,5,3998.5344,-5351.232,-1.3526976
6,30,6,8748.3168,-4015.68,4.7326368
6,30,7,14059.8432,-2977.92,11.0819232
6,30,8,18394.0704,-2093.568,16.3005024
6,30,9,20749.56,-965.568,19.783992
6,30,10,19530.6432,-369.984,19.1606592
6,30,11,13153.1568,243.648,13.3968048
6,30,12,1930.2336,379.008,2.3092416
6,30,13,2527.1712,433.152,2.9603232
6,30,14,11523.8736,99.264,11.6231376
6,30,15,4881.5328,-442.176,4.4393568
6,30,16,3433.4064,-848.256,2.5851504
6,30,17,1216.8864,-1164.096,0.0527904
6,30,18,581.1456,-1741.632,-1.1604864
6,30,19,0,-2562.816,-2.562816
6,30,20,0,-3384,-3.384
6,30,21,0,-4069.824,-4.069824
6,30,22,0,-4548.096,-4.548096
6,30,23,0,-4872.96,-4.87296
7,1,0,0,-5044.416,-5.044416
7,1,1,0,-5080.512,-5.080512
7,1,2,0,-4836.864,-4.836864
7,1,3,90.9168,-4755.648,-4.6647312
7,1,4,381.4896,-4692.48,-4.3109904
7,1,5,4282.3392,-3853.248,0.4290912
7,1,6,8966.9232,-2436.48,6.5304432
7,1,7,13831.536,-1516.032,12.315504
7,1,8,17953.9248,-27.072,17.9268528
7,1,9,20937.936,875.328,21.813264
7,1,10,22505.1792,1479.936,23.9851152
7,1,11,22222.5024,2012.352,24.2348544
7,1,12,20958.4656,2589.888,23.5483536
7,1,13,17681.8512,2662.08,20.3439312
7,1,14,13700.0112,2526.72,16.2267312
7,1,15,8893.3776,2698.176,11.5915536
7,1,16,4105.0176,2671.104,6.7761216
7,1,17,1216.8864,2129.664,3.3465504
7,1,18,563.0976,1137.024,1.7001216
7,1,19,0,306.816,0.306816
7,1,20,0,-730.944,-0.730944
7,1,21,0,-1777.728,-1.777728
7,1,22,0,-2274.048,-2.274048
7,1,23,0,-2544.768,-2.544768
7,2,0,0,-1985.28,-1.98528
7,2,1,0,-2436.48,-2.43648
7,2,2,0,-3365.952,-3.365952
7,2,3,599.4192,-5071.488,-4.4720688
7,2,4,1253.208,-3826.176,-2.572968
7,2,5,4199.0928,-1985.28,2.2138128
7,2,6,8856.1536,-144.384,8.7117696
7,2,7,13079.6112,1191.168,14.2707792
7,2,8,12741.888,1886.016,14.627904
7,2,9,18768.5664,2382.336,21.1509024
7,2,10,21572.7744,2887.68,24.4604544
7,2,11,18314.6592,3239.616,21.5542752
7,2,12,19870.1712,3456.192,23.3263632
7,2,13,16472.6352,2400.384,18.8730192
7,2,14,6166.5504,2644.032,8.8105824
7,2,15,3122.5296,1759.68,4.8822096
7,2,16,3662.8416,1281.408,4.9442496
7,2,17,544.824,1028.736,1.57356
7,2,18,90.9168,478.272,0.5691888
7,2,19,0,-442.176,-0.442176
7,2,20,0,-1353.6,-1.3536
7,2,21,0,-2075.52,-2.07552
7,2,22,0,-2490.624,-2.490624
7,2,23,0,-2824.512,-2.824512
7,3,0,0,-3347.904,-3.347904
7,3,1,0,-3844.224,-3.844224
7,3,2,0,-4241.28,-4.24128
7,3,3,544.824,-4268.352,-3.723528
7,3,4,1380.2208,-3654.72,-2.2744992
7,3,5,4178.3376,-2337.216,1.8411216
7,3,6,8751.9264,-1128,7.6239264
7,3,7,13003.584,550.464,13.554048
7,3,8,17146.728,1660.416,18.807144
7,3,9,18057.024,2391.36,20.448384
7,3,10,10405.5744,2283.072,12.6886464
7,3,11,2288.2608,1867.968,4.1562288
7,3,12,8235.9792,1299.456,9.5354352
7,3,13,12664.5072,1100.928,13.7654352
7,3,14,6874.032,1470.912,8.344944
7,3,15,7634.0784,1597.248,9.2313264
7,3,16,4056.7392,1263.36,5.3200992
7,3,17,1689.0672,568.512,2.2575792
7,3,18,544.824,-397.056,0.147768
7,3,19,0,-1687.488,-1.687488
7,3,20,0,-2427.456,-2.427456
7,3,21,0,-3023.04,-3.02304
7,3,22,0,-3393.024,-3.393024
7,3,23,0,-4042.752,-4.042752
7,4,0,0,-4773.696,-4.773696
7,4,1,0,-5468.544,-5.468544
7,4,2,0,-6028.032,-6.028032
7,4,3,454.1328,-6379.968,-5.9258352
7,4,4,1489.1856,-5847.552,-4.3583664
7,4,5,4223.232,-4439.808,-0.216576
7,4,6,8883.6768,-3158.4,5.7252768
7,4,7,13766.112,-1064.832,12.70128
7,4,8,15860.808,-315.84,15.544968
7,4,9,17258.8512,451.2,17.7100512
7,4,10,20733.9936,1019.712,21.7537056
7,4,11,19483.7184,1299.456,20.7831744
7,4,12,16686.7296,1507.008,18.1937376
7,4,13,9514.68,1425.792,10.940472
7,4,14,11102.904,1389.696,12.4926
7,4,15,7954.2048,1191.168,9.1453728
7,4,16,4071.4032,1055.808,5.1272112
7,4,17,1271.256,739.968,2.011224
7,4,18,563.0976,-126.336,0.4367616
7,4,19,0,-532.416,-0.532416
7,4,20,0,-1534.08,-1.53408
7,4,21,0,-2355.264,-2.355264
7,4,22,0,-3004.992,-3.004992
7,4,23,0,-3402.048,-3.402048
7,5,0,0,-3636.672,-3.636672
7,5,1,0,-3790.08,-3.79008
7,5,2,0,-3699.84,-3.69984
7,5,3,72.6432,-3925.44,-3.8527968
7,5,4,1689.0672,-3817.152,-2.1280848
7,5,5,4075.2384,-2905.728,1.1695104
7,5,6,8421.4224,-1678.464,6.7429584
7,5,7,13181.808,-270.72,12.911088
7,5,8,17688.8448,938.496,18.6273408
7,5,9,20560.7328,2075.52,22.6362528
7,5,10,19340.688,3167.424,22.508112
7,5,11,15904.3488,4006.656,19.9110048
7,5,12,20142.0192,4611.264,24.7532832
7,5,13,13099.6896,4791.744,17.8914336
7,5,14,4527.5664,4385.664,8.9132304
7,5,15,7898.9328,4132.992,12.0319248
7,5,16,3578.2416,4024.704,7.6029456
7,5,17,1162.2912,3438.144,4.6004352
7,5,18,381.4896,2689.152,3.0706416
7,5,19,0,1967.232,1.967232
7,5,20,0,1028.736,1.028736
7,5,21,0,523.392,0.523392
7,5,22,0,9.024,0.009024
7,5,23,0,-451.2,-0.4512
7,6,0,0,-694.848,-0.694848
7,6,1,0,-685.824,-0.685824
7,6,2,0,-821.184,-0.821184
7,6,3,72.6432,-1055.808,-0.9831648
7,6,4,1380.2208,-911.424,0.4687968
7,6,5,4121.712,-162.432,3.95928
7,6,6,8800.656,767.04,9.567696
7,6,7,6864.7824,1362.624,8.2274064
7,6,8,8808.1008,1597.248,10.4053488
7,6,9,19793.2416,1281.408,21.0746496
7,6,10,12327.2352,2057.472,14.3847072
7,6,11,3681.3408,2644.032,6.3253728
7,6,12,2706.2976,3077.184,5.7834816
7,6,13,8981.5872,1434.816,10.4164032
7,6,14,3183.8928,270.72,3.4546128
7,6,15,1034.8272,-99.264,0.9355632
7,6,16,3016.4976,-550.464,2.4660336
7,6,17,272.5248,-1146.048,-0.8735232
7,6,18,108.9648,-1678.464,-1.5694992
7,6,19,0,-3438.144,-3.438144
7,6,20,0,-4105.92,-4.10592
7,6,21,0,-4791.744,-4.791744
7,6,22,0,-5224.896,-5.224896
7,6,23,0,-5612.928,-5.612928
7,7,0,0,-5964.864,-5.964864
7,7,1,0,-6181.44,-6.18144
7,7,2,0,-6434.112,-6.434112
7,7,3,345.168,-6578.496,-6.233328
7,7,4,490.4544,-6533.376,-6.0429216
7,7,5,935.3376,-6235.584,-5.3002464
7,7,6,1611.6864,-5811.456,-4.1997696
7,7,7,6581.6544,-5748.288,0.8333664
7,7,8,15401.2608,-4963.2,10.4380608
7,7,9,5766.336,-4430.784,1.335552
7,7,10,15288.4608,-4078.848,11.2096128
7,7,11,12870.7056,-3790.08,9.0806256
7,7,12,12853.1088,-3266.688,9.5864208
7,7,13,1950.0864,-3194.496,-1.2444096
7,7,14,3760.752,-3474.24,0.286512
7,7,15,4130.0592,-3591.552,0.5385072
7,7,16,4199.3184,-3925.44,0.2738784
7,7,17,1525.7328,-4349.568,-2.8238352
7,7,18,526.776,-4909.056,-4.38228
7,7,19,0,-5667.072,-5.667072
7,7,20,0,-6334.848,-6.334848
7,7,21,0,-7074.816,-7.074816
7,7,22,0,-7724.544,-7.724544
7,7,23,0,-8644.992,-8.644992
7,8,0,0,-9330.816,-9.330816
7,8,1,0,-9673.728,-9.673728
7,8,2,0,-9800.064,-9.800064
7,8,3,72.6432,-9502.272,-9.4296288
7,8,4,381.4896,-8365.248,-7.9837584
7,8,5,1114.2384,-7092.864,-5.9786256
7,8,6,5825.6688,-6046.08,-0.2204112
7,8,7,5165.3376,-4891.008,0.2743296
7,8,8,3502.2144,-4205.184,-0.7029696
7,8,9,4895.0688,-4123.968,0.7711008
7,8,10,14877.8688,-3808.128,11.0697408
7,8,11,14148.7296,-3293.76,10.8549696
7,8,12,10551.9888,-3059.136,7.4928528
7,8,13,1711.176,-3095.232,-1.384056
7,8,14,3522.0672,-3032.064,0.4900032
7,8,15,2805.7872,-3212.544,-0.4067568
7,8,16,2466.7104,-3438.144,-0.9714336
7,8,17,1671.0192,-3726.912,-2.0558928
7,8,18,508.5024,-4322.496,-3.8139936
7,8,19,0,-5883.648,-5.883648
7,8,20,0,-6650.688,-6.650688
7,8,21,0,-7453.824,-7.453824
7,8,22,0,-8076.48,-8.07648
7,8,23,0,-8293.056,-8.293056
7,9,0,0,-8735.232,-8.735232
7,9,1,0,-9466.176,-9.466176
7,9,2,0,-10034.688,-10.034688
7,9,3,72.6432,-10467.84,-10.3951968
7,9,4,290.5728,-9583.488,-9.2929152
7,9,5,3419.4192,-7535.04,-4.1156208
7,9,6,8883,-6298.752,2.584248
7,9,7,10676.7456,-5053.44,5.6233056
7,9,8,10252.6176,-4132.992,6.1196256
7,9,9,13724.376,-3302.784,10.421592
7,9,10,6234.456,-2824.512,3.409944
7,9,11,15236.3472,-2310.144,12.9262032
7,9,12,19132.9104,-1858.944,17.2739664
7,9,13,10572.5184,-1416.768,9.1557504
7,9,14,8142.8064,-1245.312,6.8974944
7,9,15,6663.3216,-1100.928,5.5623936
7,9,16,3195.1728,-1209.216,1.9859568
7,9,17,345.168,-1967.232,-1.622064
7,9,18,326.8944,-3384,-3.0571056
7,9,19,0,-4845.888,-4.845888
7,9,20,0,-5224.896,-5.224896
7,9,21,0,-5125.632,-5.125632
7,9,22,0,-5215.872,-5.215872
7,9,23,0,-5107.584,-5.107584
7,10,0,0,-5134.656,-5.134656
7,10,1,0,-5152.704,-5.152704
7,10,2,0,-5071.488,-5.071488
7,10,3,399.5376,-4701.504,-4.3019664
7,10,4,417.8112,-4187.136,-3.7693248
7,10,5,1253.6592,-3311.808,-2.0581488
7,10,6,6788.7552,-2201.856,4.5868992
7,10,7,6365.5296,-225.6,6.1399296
7,10,8,8109.6432,1389.696,9.4993392
7,10,9,8355.7728,2680.128,11.0359008
7,10,10,9275.9952,3753.984,13.0299792
7,10,11,17698.7712,4448.832,22.1476032
7,10,12,10823.8368,5044.416,15.8682528
7,10,13,2288.2608,5477.568,7.7658288
7,10,14,13423.6512,5847.552,19.2712032
7,10,15,7156.7088,5883.648,13.0403568
7,10,16,4053.5808,5369.28,9.4228608
7,10,17,1343.8992,4475.904,5.8198032
7,10,18,254.2512,3456.192,3.7104432
7,10,19,0,2562.816,2.562816
7,10,20,0,-144.384,-0.144384
7,10,21,0,-1326.528,-1.326528
7,10,22,0,-1416.768,-1.416768
7,10,23,0,-1624.32,-1.62432
7,11,0,0,-1994.304,-1.994304
7,11,1,0,-2734.272,-2.734272
7,11,2,0,-4132.992,-4.132992
7,11,3,54.5952,-5387.328,-5.3327328
7,11,4,254.2512,-6235.584,-5.9813328
7,11,5,557.232,-6713.856,-6.156624
7,11,6,1134.3168,-6695.808,-5.5614912
7,11,7,4715.7168,-6659.712,-1.9439952
7,11,8,2765.856,-6163.392,-3.397536
7,11,9,5420.2656,-5369.28,0.0509856
7,11,10,3064.3248,-5369.28,-2.3049552
7,11,11,2208.8496,-5576.832,-3.3679824
7,11,12,1850.5968,-5594.88,-3.7442832
7,11,13,1452.6384,-5955.84,-4.5032016
7,11,14,2387.7504,-6028.032,-3.6402816
7,11,15,1870.4496,-6434.112,-4.5636624
7,11,16,1034.8272,-6578.496,-5.5436688
7,11,17,889.992,-6786.048,-5.896056
7,11,18,236.2032,-7011.648,-6.7754448
7,11,19,0,-7246.272,-7.246272
7,11,20,0,-7426.752,-7.426752
7,11,21,0,-7652.352,-7.652352
7,11,22,0,-7968.192,-7.968192
7,11,23,0,-8184.768,-8.184768
7,12,0,0,-8599.872,-8.599872
7,12,1,0,-8834.496,-8.834496
7,12,2,0,-9033.024,-9.033024
7,12,3,72.6432,-9186.432,-9.1137888
7,12,4,1634.6976,-8879.616,-7.2449184
7,12,5,2457.0096,-7886.976,-5.4299664
7,12,6,9115.8192,-6632.64,2.4831792
7,12,7,14253.408,-5712.192,8.541216
7,12,8,14353.5744,-4638.336,9.7152384
7,12,9,16765.2384,-4151.04,12.6141984
7,12,10,7156.7088,-3645.696,3.5110128
7,12,11,20244.216,-3158.4,17.085816
7,12,12,6682.9488,-2968.896,3.7140528
7,12,13,8225.1504,-2806.464,5.4186864
7,12,14,8237.3328,-2662.08,5.5752528
7,12,15,8073.096,-2959.872,5.113224
7,12,16,3759.8496,-3293.76,0.4660896
7,12,17,1271.256,-3871.296,-2.60004
7,12,18,472.1808,-4656.384,-4.1842032
7,12,19,0,-5450.496,-5.450496
7,12,20,0,-6452.16,-6.45216
7,12,21,0,-7300.416,-7.300416
7,12,22,0,-8094.528,-8.094528
7,12,23,0,-8699.136,-8.699136
7,13,0,0,-8789.376,-8.789376
7,13,1,0,-8798.4,-8.7984
7,13,2,0,-9051.072,-9.051072
7,13,3,54.5952,-9475.2,-9.4206048
7,13,4,254.2512,-9051.072,-8.7968208
7,13,5,1392.8544,-7950.144,-6.5572896
7,13,6,6646.176,-6921.408,-0.275232
7,13,7,8971.4352,-6181.44,2.7899952
7,13,8,11522.52,-5468.544,6.053976
7,13,9,13107.36,-4936.128,8.171232
7,13,10,3303.2352,-4060.8,-0.7575648
7,13,11,3143.9616,-3411.072,-0.2671104
7,13,12,1989.792,-3176.448,-1.186656
7,13,13,5499.4512,-2635.008,2.8644432
7,13,14,4246.2432,-2544.768,1.7014752
7,13,15,5295.5088,-2797.44,2.4980688
7,13,16,4168.6368,-3365.952,0.8026848
7,13,17,1380.2208,-3672.768,-2.2925472
7,13,18,399.5376,-4151.04,-3.7515024
7,13,19,0,-5197.824,-5.197824
7,13,20,0,-5820.48,-5.82048
7,13,21,0,-6542.4,-6.5424
7,13,22,0,-7471.872,-7.471872
7,13,23,0,-8293.056,-8.293056
7,14,0,0,-9005.952,-9.005952
7,14,1,0,-9321.792,-9.321792
7,14,2,0,-9818.112,-9.818112
7,14,3,54.5952,-10133.952,-10.0793568
7,14,4,1416.5424,-8879.616,-7.4630736
7,14,5,4032.3744,-6831.168,-2.7987936
7,14,6,6171.0624,-4981.248,1.1898144
7,14,7,10217.8752,-4006.656,6.2112192
7,14,8,16972.3392,-2743.296,14.2290432
7,14,9,18498.9744,-2003.328,16.4956464
7,14,10,16792.536,-1588.224,15.204312
7,14,11,12383.184,-1236.288,11.146896
7,14,12,19721.952,-748.992,18.97296
7,14,13,4722.4848,-541.44,4.1810448
7,14,14,4757.0016,-189.504,4.5674976
7,14,15,4548.9984,-243.648,4.3053504
7,14,16,1830.744,-550.464,1.28028
7,14,17,1489.1856,-902.4,0.5867856
7,14,18,454.1328,-2192.832,-1.7386992
7,14,19,0,-2941.824,-2.941824
7,14,20,0,-4791.744,-4.791744
7,14,21,0,-6091.2,-6.0912
7,14,22,0,-6596.544,-6.596544
7,14,23,0,-7327.488,-7.327488
7,15,0,0,-7688.448,-7.688448
7,15,1,0,-8175.744,-8.175744
7,15,2,0,-8843.52,-8.84352
7,15,3,108.9648,-8924.736,-8.8157712
7,15,4,1489.1856,-8148.672,-6.6594864
7,15,5,4018.8384,-5405.376,-1.3865376
7,15,6,8548.2096,-3365.952,5.1822576
7,15,7,13570.968,-2102.592,11.468376
7,15,8,17731.4832,-866.304,16.8651792
7,15,9,16128.144,234.624,16.362768
7,15,10,5908.0128,821.184,6.7291968
7,15,11,2805.7872,1082.88,3.8886672
7,15,12,14553.6816,1461.888,16.0155696
7,15,13,16890.8976,1479.936,18.3708336
7,15,14,11204.424,1335.552,12.539976
7,15,15,8709.7392,1371.648,10.0813872
7,15,16,4100.5056,1281.408,5.3819136
7,15,17,1234.9344,658.752,1.8936864
7,15,18,435.8592,-379.008,0.0568512
7,15,19,0,-1543.104,-1.543104
7,15,20,0,-2698.176,-2.698176
7,15,21,0,-3591.552,-3.591552
7,15,22,0,-3925.44,-3.92544
7,15,23,0,-4439.808,-4.439808
7,16,0,0,-5053.44,-5.05344
7,16,1,0,-5685.12,-5.68512
7,16,2,0,-6091.2,-6.0912
7,16,3,54.5952,-6479.232,-6.4246368
7,16,4,853.6704,-5991.936,-5.1382656
7,16,5,2139.1392,-4439.808,-2.3006688
7,16,6,5041.9344,-3564.48,1.4774544
7,16,7,9751.7856,-2707.2,7.0445856
7,16,8,13462.2288,-1849.92,11.6123088
7,16,9,4835.2848,-1588.224,3.2470608
7,16,10,3183.8928,-2256,0.9278928
7,16,11,4019.5152,-1786.752,2.2327632
7,16,12,8897.664,-1497.984,7.39968
7,16,13,8997.3792,-1858.944,7.1384352
7,16,14,3223.5984,-2707.2,0.5163984
7,16,15,1174.0224,-3302.784,-2.1287616
7,16,16,2040.1008,-3447.168,-1.4070672
7,16,17,690.1104,-3654.72,-2.9646096
7,16,18,54.5952,-4412.736,-4.3581408
7,16,19,0,-5369.28,-5.36928
7,16,20,0,-5838.528,-5.838528
7,16,21,0,-6199.488,-6.199488
7,16,22,0,-6650.688,-6.650688
7,16,23,0,-6795.072,-6.795072
7,17,0,0,-6948.48,-6.94848
7,17,1,0,-7119.936,-7.119936
7,17,2,0,-7489.92,-7.48992
7,17,3,54.5952,-7516.992,-7.4623968
7,17,4,326.8944,-7147.008,-6.8201136
7,17,5,517.3008,-6407.04,-5.8897392
7,17,6,2566.8768,-5459.52,-2.8926432
7,17,7,4286.6256,-4530.048,-0.2434224
7,17,8,5095.176,-3699.84,1.395336
7,17,9,5261.4432,-2851.584,2.4098592
7,17,10,7139.7888,-2084.544,5.0552448
7,17,11,9071.376,-1308.48,7.762896
7,17,12,19955.2224,-739.968,19.2152544
7,17,13,17508.5904,-649.728,16.8588624
7,17,14,13434.7056,-225.6,13.2091056
7,17,15,8464.9632,-577.536,7.8874272
7,17,16,4039.8192,-640.704,3.3991152
7,17,17,1144.2432,-839.232,0.3050112
7,17,18,381.4896,-1362.624,-0.9811344
7,17,19,0,-2887.68,-2.88768
7,17,20,0,-4078.848,-4.078848
7,17,21,0,-5017.344,-5.017344
7,17,22,0,-5558.784,-5.558784
7,17,23,0,-5955.84,-5.95584
7,18,0,0,-6226.56,-6.22656
7,18,1,0,-6461.184,-6.461184
7,18,2,0,-6668.736,-6.668736
7,18,3,36.3216,-6948.48,-6.9121584
7,18,4,1434.816,-6316.8,-4.881984
7,18,5,3904.4592,-3799.104,0.1053552
7,18,6,8468.5728,-1849.92,6.6186528
7,18,7,13226.2512,-487.296,12.7389552
7,18,8,16669.3584,866.304,17.5356624
7,18,9,20444.3232,2003.328,22.4476512
7,18,10,20856.0432,2752.32,23.6083632
7,18,11,17722.2336,3149.376,20.8716096
7,18,12,10257.1296,3374.976,13.6321056
